"","score","text"
"615",-1,"usasubway Hi! At the moment, no. We will release a VPN feature for Total Security next year."
"616",-1,"Bitdefender hi, the french account BitdefenderFR is probably hacked, posting strange messages with spelling mista "
"617",1,"Bitdefender Mobile Security Premium 3.2.92.153 Download Free "
"618",0,"RT irvinHomem: Terdot: Zeus-based malware strikes back with a blast from the past "
"619",0,"Terdot: Zeus-based malware strikes back with a blast from the past "
"620",0,"Satori botnet rears its head, exploiting #IoT vulnerabilities "
"621",0,"Download Bitdefender Mobile Security Premium 3.2.92.153 "
"622",0,"Bitdefender Mobile Security Premium 3.2.92.153 "
"623",2,"Impacts of a data leak - Reputation, Credibility and profits fall - Try Bitdefender for award winning protection "
"624",0," #Soldes
    
 Bitdefender Antivirus Plus 2017 1 An 1 Poste  "
"625",0,"Predictions for 2018:zero-day exploits leaked from security agencies, next-level ransomware "
"626",0,"Vj2014Vijay Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky GIGABYTEMB HP "
"627",0,"DJI drones likely spying for China, claims leaked intelligence bulletin "
"628",0,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky GIGABYTEMB "
"629",0,"Vj2014Vijay Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky GIGABYTEMB HP "
"630",0,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky GIGABYTEMB "
"631",2,"RT ANewUniverseInc: Get it free: Free Bitdefender Antivirus for Mac: 6-Month Trial "
"632",0,"Vj2014Vijay Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky GIGABYTEMB HP "
"633",0,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky GIGABYTEMB "
"634",0,"Vj2014Vijay Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky GIGABYTEMB HP "
"635",0,"Vj2014Vijay Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky GIGABYTEMB HP "
"636",0,"I reckon that for the predictions the data collection is vital. but why in the world an app should keep this data i "
"637",0,"Vj2014Vijay Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky GIGABYTEMB HP "
"638",0,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky GIGABYTEMB "
"639",1,"Bitdefender Total Security 2018 with free upgrades (70% discount) "
"640",0,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky GIGABYTEMB "
"641",0,"Vj2014Vijay Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky GIGABYTEMB HP "
"642",-1,"fxfactory The last version 7.0 of FxFactory present suspicious code signing information ... blocked with BitDefend "
"643",0,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky Why companies "
"644",0,"DJI drones likely spying for China, claims leaked intelligence bulletin - Bitdefender BOX Blog "
"645",0,"DJI drones likely spying for China, claims leaked intelligence bulletin "
"646",1,"Vj2014Vijay Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky Ok have a good day"
"647",1,"RT Vj2014Vijay: Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky Right now I don't ha"
"648",1,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky Right now I d "
"649",0,"RT Jigsaw: Cryptojacking is a type of malware that uses victims computers to mine cryptocurrency and its reportedly becoming more popu"
"650",-1,"Vj2014Vijay Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky And what about gpu shutdown bug?"
"651",-1,"Vj2014Vijay Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky No i have half time job"
"652",-1,"RT l_rsa: This Android keyboard app accidentally leaked 31 million users personal details
#mongodb #fail

"
"653",-1,"This Android keyboard app accidentally leaked 31 million users personal details
#mongodb #fail

"
"654",0,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky Are you a freelancer?"
"655",0,"Vj2014Vijay Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky I collect compan "
"656",0,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky What kind of "
"657",0,"Vj2014Vijay Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky No i work as dat "
"658",0,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky Are you software engineer?"
"659",0," Bitdefender Total Security Multi-Device 2017 1Year 3 Pcs  "
"660",0,"RT Jigsaw: Cryptojacking is a type of malware that uses victims computers to mine cryptocurrency and its reportedly becoming more popu"
"661",-1,"Vj2014Vijay Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky No IT is one of my hobbies "
"662",0,"#BitDefender #Antivirus Plus 2017 Review and #SAVE #Coupon on 2016 version "
"663",-2,"It makes no sense... I been having random stuttering on my desktop machine for a while, then finally, I removed Bit "
"664",0,"RT rneelmani: Worldwide #Security Spending Will Reach $96 Billion in 2018, Up 8 Percent from 2017: Gartner_inc "
"665",0,"Are you a MAC user? Get #Bitdefender #Antivirus for #Mac 2017  "
"666",-1,"Internet Explorer bug can reveal the contents of your address bar "
"667",0,"RT ambermac: 'Tis the season to watch my ambermac Holiday Guide Live  - TUESDAY, Dec 12th - NOON ET (giving away Google Home Minis, Bi"
"668",0,"#ResearchSaturday: Learn about Pacifier APT as bitdefenders LiviuArsene describes this campaign. #backdoor  "
"669",0,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky Capturing the "
"670",1,"Bitdefender valued at $600M after private equity company buys significant minority stake "
"671",1,"Our hot selling product: Bitdefender Family Pack  Electronic License Key Only , see at "
"672",-1,"#Phish Global, Loot Local: 3 New Geo-Specific Threats "
"673",0,"Are you looking for Antivirus? #BitDefender #Antivirus #Plus 2017 #deals #coupon on 2016 version "
"674",0,"Crackkeyactivator Bitdefender Total Security 2018 License Key   Crack Full Free Download "
"675",-1,"I was uninstalling bitdefender because it wasn't working and now I feel bad. "
"676",1,"Be careful using #Mozillas new #file_sharing service Send "
"677",0,"Heads-up teenage hoodlums! Don't SWAT Brian Krebs or else... "
"678",-1,"#FBI issues alert about #North_Korean #Hidden_Cobra #cyber_attacks "
"679",-1,"oh hey BitDefender no longer sees Tweeten as a problem so that's cool."
"680",-1,"RT CyberScoopNews: Cryptojacking on the rise in poorer countries where ransoms can't be paid

 "
"681",-1,"RT AngeloPerniola: Researchers sucessfully tested their attack on products from Kaspersky, Bitdefender, ESET, Symantec, McAfee, Windows D"
"682",0,"GoogleAndroidOS Google SPYERA virustotal Could you Bitdefender, GDataSoftwareAG, TrendMicro, and other vendors, explain that?"
"683",2,"Vj2014Vijay Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky Have a good work "
"684",-1,"Cryptojacking on the rise in poorer countries where ransoms can't be paid

 "
"685",0,"RT johnmcclure00: Most-popular websites use keylogger-as-a-service for analytics, researchers find "
"686",0,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky I haven't tried that. I don't know."
"687",2,"Vj2014Vijay Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky Have a good work "
"688",1,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky Mr. Pudelko do you work for Microsoft?"
"689",-1,"Someone want buy cheap BitDefender Total Security 2012 or Uplay?"
"690",0,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky I tried to re "
"691",0,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky Just now I sw "
"692",0,"RT lennylibitz: Oops! This Android keyboard app accidentally leaked 31 million users personal details. AItype #MongoDB "
"693",0,"Vj2014Vijay Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky Ubuntu has diffe "
"694",0,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky I read that in TechNet site."
"695",0,"#BitDefender #Antivirus Plus 2017 Review and #SAVE #Coupon on 2016 version "
"696",0,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky Yes I really "
"697",0,"Vj2014Vijay Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky Wim images has meny ways to install "
"698",0,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky I had to dele "
"699",0,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky Now it is ins "
"700",0,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky Look at the s "
"701",0,"Vj2014Vijay Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky It is in winpe to"
"702",0,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky I usually don "
"703",1,"_leetgeek_ Hello, please write us at bitsybitdefender.com to further investigate this situation. Thank you for your report!"
"704",1,"Vj2014Vijay Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky Bcdboot better same Switches"
"705",0,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky After this, I "
"706",0,"Vj2014Vijay Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky Write me how it worked with gpu bug"
"707",0,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky that's why I "
"708",1,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky Right now I'm "
"709",0,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky I use dism to "
"710",0,"Vj2014Vijay Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky Dism can apply image to"
"711",-2,"andrewwhiteau Sorry to hear you are having issues with the installation. If the situation persists, please write u "
"712",0,"Vj2014Vijay Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky Insllfrom switch "
"713",0,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky I always keep "
"714",0,"Vj2014Vijay Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky Diskpart can mak "
"715",0,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky what I usuall "
"716",0,"Vj2014Vijay Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky Setup.exe /insta "
"717",0,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky two years bac "
"718",0,"Vj2014Vijay Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky Use custum installation setup cmd"
"719",0,"Vj2014Vijay Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky Rufus can make u "
"720",0,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky I know that! "
"721",-1,"Vj2014Vijay Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky Efi usb must be fat32"
"722",0,"Vj2014Vijay Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky Efi partition mu "
"723",1,"RT OmerGives: It Bitdefender good?"
"724",0,"Bitdefender As of about 2-3 weeks ago Bitdefender has been blocking "
"725",1,"abigbluefan Hello. The days remaining on your current subscription will be added to the new one. If you need more details, we are here."
"726",0,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky We can't boot "
"727",0,"RT johnmcclure00: Most-popular websites use keylogger-as-a-service for analytics, researchers find "
"728",1,"It Bitdefender good?"
"729",0,"Most-popular websites use keylogger-as-a-service for analytics, researchers find "
"730",0,"The only reason I bought Bitdefender was to replace Avast, which never updated by itself. And I ended up getting a "
"731",0,"RT Venafi: Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"732",0," #Soldes
    
 Bitdefender Internet Security 2017 2 Ans 5 Postes  "
"733",2,"Wow. Just... wow. "
"734",-1,"RT Retew_Boy: #WPA2_bug leaves virtually all #WiFi_networks at risk of #hacking, research shows "
"735",0,"RT Retew_Boy: #Satori #botnet rears its head, exploiting #IoT #vulnerabilities 
"
"736",0,"RT Retew_Boy: #Satori #botnet rears its head, exploiting #IoT #vulnerabilities 
"
"737",2,"RT UrAvgConsumer: New Video! Don't. Get. Hacked. - some useful tips in this one! 
"
"738",1,"Bitdefender Internet Security 2017: Bitdefender Internet Security 2017 - Free 1 year "
"739",1,"RT NicolsonBray: 10-year-old kid succeeds in unlocking his mums iPhone X, with just a glance #cyber "
"740",0,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky I didn't know "
"741",1,"Vj2014Vijay Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender kaspersky Defender is to s "
"742",0,"RonColeman IObitSoft I use Bitdefender for my pc &amp; mobile security. It's excellent, though can be excessively car "
"743",0,"Oops! This Android keyboard app accidentally leaked 31 million... "
"744",1,"Marcin_Pudelko Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods Bitdefender is also my favorite anti "
"745",1,"RT troyajohnson: Are you GDPR compliant? [Video] "
"746",0,"Vj2014Vijay Jacob_W_Klein donasarkar Microsoft intel ASUS BIOS_Mods I use bitdefender then i don't check this"
"747",1,"[Giveaway] Bitdefender Internet Security 2017 - Free 1 year license key "
"748",1,"[Giveaway] Bitdefender Internet Security 2017 - Free 1 year license key | scoopit "
"749",1,"[Giveaway] Bitdefender Internet Security 2017 - Free 1 year license key | scoopit "
"750",1,"[Giveaway] Bitdefender Internet Security 2017 - Free 1 year license key | scoopit "
"751",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"752",0,"Bitdefender Key Trojans and false positives are the same things."
"753",0,"Bitdefender It's just another one of those backdoors."
"754",1,"Bitdefender I call bologna on that. I have talked to people that are knowledgeable in this area. There has been ti "
"755",-1,"The Growing Threat of Malware within Medical Devices "
"756",0,"RT Liron_Segev: Shopping online for your year-end gifts is convenient, but comes with a serious risk. Before you grab your credit card, re"
"757",0,"RT ambermac: How many Americans engage in ""Risky Business"" online?  When it comes to sharing personal info, NEW stats from bitdefender"
"758",0,"RT Bitdefender_Ent: How Is #MachineLearning Used in Bitdefender Technologies? "
"759",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details "
"760",-2,"For eight years, hackers have been able to exploit this password-stealing flaw in Joomla "
"761",0,"RT ambermac: 'Tis the season to watch my ambermac Holiday Guide Live  - TUESDAY, Dec 12th - NOON ET (giving away Google Home Minis, Bi"
"762",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"763",1,"RT troyajohnson: Are you GDPR compliant? [Video] "
"764",0,"Protecting Our Family with the Bitdefender BOX "
"765",-3,"RT Bitdefender_Ent: From #ransomware and targeted attacks, to politically-motivated digital propaganda and fake news, and how to counter t"
"766",-3,"From #ransomware and targeted attacks, to politically-motivated digital propaganda and fake news, and how to counte "
"767",2,"free spyware protection - Bitdefender "
"768",0,"antivirus scanner app - Bitdefender "
"769",1,"avast free antivirus - Bitdefender "
"770",0,"antivirus 2008 - Bitdefender "
"771",0,"pc tools antivirus - Bitdefender "
"772",0,"world best virus guard - Bitdefender "
"773",0,"trojan remover - Bitdefender "
"774",0,"network antivirus software - Bitdefender "
"775",1,"avg free antivirus - Bitdefender "
"776",0,"panda antivirus gratis - Bitdefender "
"777",0,"antivirus vendors - Bitdefender "
"778",0,"avast antivirus - Bitdefender "
"779",0,"antivirus 360 - Bitdefender "
"780",0,"avast antivirus download - Bitdefender "
"781",0,"anti virus protection download - Bitdefender "
"782",-1,"online virus check - Bitdefender "
"783",0,"link antivirus - Bitdefender "
"784",0,"download panda antivirus - Bitdefender "
"785",0," #Soldes
    
 Bitdefender Antivirus PC Lifetime Edition  "
"786",0,"avg antivirus software - Bitdefender "
"787",1,"best antivirus for windows pc - Bitdefender "
"788",1,"best antivirus solution - Bitdefender "
"789",0,"360 antivirus - Bitdefender "
"790",0,"antivirus avg - Bitdefender "
"791",1,"avg antivirus free download - Bitdefender "
"792",0,"antivirus linux - Bitdefender "
"793",0,"download antivirus program - Bitdefender "
"794",1,"top antivirus reviews - Bitdefender "
"795",-1,"virus scanner for windows - Bitdefender "
"796",1,"www antivirus free - Bitdefender "
"797",0,"antivirus avast - Bitdefender "
"798",0,"Are you a MAC user? Get #Bitdefender #Antivirus for #Mac 2017  "
"799",0,"antivirus 3 - Bitdefender "
"800",1,"f secure antivirus - Bitdefender "
"801",1,"whatand#039;s the best antivirus program - Bitdefender "
"802",1,"antivirus free for pc - Bitdefender "
"803",0,"RT DigitalTrends: Have you ever sent a personal photo or given permission to a web app to access your webcam? "
"804",0,"nod32 antivirus - Bitdefender "
"805",0,"avg antivirus download - Bitdefender "
"806",1,"best antivirus in world - Bitdefender "
"807",-1,"antivirus and virus - Bitdefender "
"808",1,"free antispyware - Bitdefender "
"809",0,"titanium antivirus - Bitdefender "
"810",0,"anti virus programs free - Bitdefender "
"811",1,"computer best antivirus - Bitdefender "
"812",-1,"online virus scan - Bitdefender "
"813",-1,"virus scanner download - Bitdefender "
"814",1,"download antivirus for free - Bitdefender "
"815",1,"best rated antivirus program - Bitdefender "
"816",1,"top virus protection 2016 - Bitdefender "
"817",1,"which is best antivirus for pc - Bitdefender "
"818",1,"anti virus protection free - Bitdefender "
"819",0,"security suite - Bitdefender "
"820",0,"new virus guard - Bitdefender "
"821",0,"test antivirus - Bitdefender "
"822",-1,"virus and antivirus - Bitdefender "
"823",2,"the best antivirus protection - Bitdefender "
"824",0,"antivirus computer programs - Bitdefender "
"825",1,"windows antivirus protection - Bitdefender "
"826",1,"norton antivirus free - Bitdefender "
"827",-1,"virus guard for windows 7 - Bitdefender "
"828",-1,"#ResearchSaturday: Waiting for #Terdot, a sneaky banking #Trojan with Bitdefender's Bogdan Botezatu. bbotezatu "
"829",0,"free online virus scan - Bitdefender "
"830",1,"best antivirus for vista - Bitdefender "
"831",0,"windows antivirus programs - Bitdefender "
"832",0,"antivirus software products - Bitdefender "
"833",0,"virus protection websites - Bitdefender "
"834",1,"www free antivirus com - Bitdefender "
"835",-1,"virus scan online - Bitdefender "
"836",0,"business antivirus - Bitdefender "
"837",1,"good antivirus for windows - Bitdefender "
"838",0,"Bitdefender your servers are very slow right now. I have been trying to download Mac Antivirus for over an hour now."
"839",0,"best rated virus software - Bitdefender "
"840",0,"antivirus en linea - Bitdefender "
"841",1,"best computer antivirus 2016 - Bitdefender "
"842",1,"best rated antivirus programs - Bitdefender "
"843",2,"the best free antivirus - Bitdefender "
"844",2,"top 10 antivirus protection - Bitdefender "
"845",-1,"mcafee virus scan - Bitdefender "
"846",-1,"mcafee virus - Bitdefender "
"847",1,"which is the best antivirus for windows - Bitdefender "
"848",0,"download norton antivirus - Bitdefender "
"849",0,"antivirus online gratis - Bitdefender "
"850",-1,"Researchers sucessfully tested their attack on products from Kaspersky, Bitdefender, ESET, Symantec, McAfee, Windo "
"851",0,"best cheap antivirus software - Bitdefender "
"852",0,"anti virus protection for computers - Bitdefender "
"853",0,"download antivirus app for pc - Bitdefender "
"854",0,"free virus download - Bitdefender "
"855",-1,"cloud antivirus - Bitdefender "
"856",1,"top rated antivirus programs - Bitdefender "
"857",1,"the best rated antivirus software - Bitdefender "
"858",0,"windows antivirus 2015 - Bitdefender "
"859",1,"the best computer virus protection - Bitdefender "
"860",0,"apps for virus protection - Bitdefender "
"861",0,"antivirus antivirus - Bitdefender "
"862",1,"free computer virus protection - Bitdefender "
"863",-1,"virus scan software download - Bitdefender "
"864",1,"download antivirus free - Bitdefender "
"865",0,"website virus protection - Bitdefender "
"866",1,"the best antivirus programs - Bitdefender "
"867",0,"avg virus protection - Bitdefender "
"868",1,"best personal antivirus - Bitdefender "
"869",0,"highest rated antivirus software - Bitdefender "
"870",1,"the best pc antivirus - Bitdefender "
"871",1,"leading antivirus software - Bitdefender "
"872",0,"telecharger antivirus - Bitdefender "
"873",0,"free virus scanner - Bitdefender "
"874",1,"antivirus download free - Bitdefender "
"875",0,"actualizar antivirus - Bitdefender "
"876",0,"virus scanner free - Bitdefender "
"877",0,"antivirus programs for windows - Bitdefender "
"878",0,"mcafee antivirus download - Bitdefender "
"879",0,"antivirus for windows pc - Bitdefender "
"880",1,"leading antivirus - Bitdefender "
"881",0,"antivirus for xp - Bitdefender "
"882",0,"antivirus program reviews - Bitdefender "
"883",2,"best free antivirus download - Bitdefender "
"884",1,"best virus protection for computer - Bitdefender "
"885",0,"google antivirus - Bitdefender "
"886",0,"antivirus 2017 - Bitdefender "
"887",0,"antivirus program download - Bitdefender "
"888",0,"pc antivirus programs - Bitdefender "
"889",0,"security and virus protection - Bitdefender "
"890",1,"download antivirus protection - Bitdefender "
"891",-1,"computer virus programs - Bitdefender "
"892",1,"free download antivirus - Bitdefender "
"893",0,"antivirus gratis download - Bitdefender "
"894",1,"free antivirus for windows 7 - Bitdefender "
"895",1,"recommended antivirus software - Bitdefender "
"896",0,"antivirus freeware - Bitdefender "
"897",1,"free online antivirus - Bitdefender "
"898",1,"what is the best antivirus software - Bitdefender "
"899",1,"download free antivirus - Bitdefender "
"900",0,"all in one antivirus for pc - Bitdefender "
"901",1,"download free antivirus software - Bitdefender "
"902",0,"what antivirus software - Bitdefender "
"903",1,"antivirus software free download - Bitdefender "
"904",0,"network antivirus - Bitdefender "
"905",1,"free antivirus reviews - Bitdefender "
"906",0,"which virus protection - Bitdefender "
"907",-1,"virus antivirus - Bitdefender "
"908",0,"Are you looking for Antivirus? #BitDefender #Antivirus #Plus 2017 #deals #coupon on 2016 version "
"909",0,"instalar antivirus - Bitdefender "
"910",0,"antivirus gratuito - Bitdefender "
"911",1,"best antivirus software for laptop - Bitdefender "
"912",0,"norton antivirus download - Bitdefender "
"913",0,"free virus scan and removal - Bitdefender "
"914",1,"best antivirus malware software - Bitdefender "
"915",1,"virus protection free - Bitdefender "
"916",0,"antivirus ware - Bitdefender "
"917",0,"antivirus test - Bitdefender "
"918",1,"best antivirus 2017 for pc - Bitdefender "
"919",0,"www antivirus - Bitdefender "
"920",0,"antivirus for website - Bitdefender "
"921",1,"quick heal antivirus - Bitdefender "
"922",-1,"anti virus gratis - Bitdefender "
"923",0,"install antivirus - Bitdefender "
"924",1,"top antivirus for pc 2017 - Bitdefender "
"925",0,"trial antivirus - Bitdefender "
"926",1,"free antivirus for pc - Bitdefender "
"927",1,"best antivirus security - Bitdefender "
"928",0,"antivirus detector - Bitdefender "
"929",1,"the best antivirus program - Bitdefender "
"930",1,"free antivirus - Bitdefender "
"931",0,"mcafee antivirus - Bitdefender "
"932",2,"best computer protection program - Bitdefender "
"933",0,"antivirus scan software - Bitdefender "
"934",1,"free security software - Bitdefender "
"935",0,"antivirus trial - Bitdefender "
"936",0,"antivirus gratis - Bitdefender "
"937",1,"what is the best antivirus for pc - Bitdefender "
"938",1,"top computer antivirus - Bitdefender "
"939",0,"purchase antivirus - Bitdefender "
"940",1,"free internet security - Bitdefender "
"941",1,"free trial antivirus - Bitdefender "
"942",1,"free virus protection download - Bitdefender "
"943",1,"good antivirus for pc - Bitdefender "
"944",1,"antivirus free trial - Bitdefender "
"945",0,"free virus removal - Bitdefender "
"946",1,"good antivirus programs - Bitdefender "
"947",1,"free antivirus programs - Bitdefender "
"948",1,"best windows virus protection - Bitdefender "
"949",1,"free antivirus download - Bitdefender "
"950",0,"antivirus software ranking - Bitdefender "
"951",1,"free antivirus trial - Bitdefender "
"952",1,"the best antivirus for windows - Bitdefender "
"953",0,"gratis antivirus - Bitdefender "
"954",0,"anti antivirus - Bitdefender "
"955",0,"what antivirus - Bitdefender "
"956",1,"free virus protection - Bitdefender "
"957",0,"antivirus software for computer - Bitdefender "
"958",0,"antivirus firewall software - Bitdefender "
"959",0,"logiciel antivirus - Bitdefender "
"960",0,"ant antivirus - Bitdefender "
"961",0,"software for antivirus - Bitdefender "
"962",0,"antivirus norton - Bitdefender "
"963",1,"antivirus computer protection - Bitdefender "
"964",0,"virus computer protection - Bitdefender "
"965",0,"antivirus site - Bitdefender "
"966",0,"anti virus protection programs - Bitdefender "
"967",1,"pc protect antivirus - Bitdefender "
"968",0,"download virus protection - Bitdefender "
"969",1,"antivirus protection for windows - Bitdefender "
"970",1,"which antivirus is best for pc - Bitdefender "
"971",0,"antivirus a - Bitdefender "
"972",0,"comprar antivirus - Bitdefender "
"973",0,"internet security software - Bitdefender "
"974",1,"best antivirus in the world - Bitdefender "
"975",1,"which is the best antivirus for pc - Bitdefender "
"976",0,"#BitDefender #Antivirus Plus 2017 Review and #SAVE #Coupon on 2016 version "
"977",0,"antivirus packages - Bitdefender "
"978",1,"antivirus for pc best - Bitdefender "
"979",1,"best virus protection for windows - Bitdefender "
"980",0,"antivirus software for windows 7 - Bitdefender "
"981",0,"antivirus for vista - Bitdefender "
"982",0,"virus protection computer - Bitdefender "
"983",0,"Learn about #Terdot Banker #Trojan, a descendant of the #Zeus family of #malware on #ResearchSaturday with Bogdan B "
"984",-1,"Bitdefender Found Threat in Daedalus Uninstaller "
"985",-1,"Modern-day Ferris Bueller hacks school, changes grades, applies... "
"986",0,"Bitdefender Total Security Full 2016 "
"987",1,"Love you bitdefender.  Hahahha"
"988",0,"furaffinity I thought it was just bitdefender slowing down my internet, which is with other sites, so I thought nothing of this at first."
"989",0,"HOTforSecurity: Oops! This Android keyboard app accidentally leaked 31 million... "
"990",0,"Oops! This Android keyboard app accidentally leaked 31 million... "
"991",0,"Oops! This Android keyboard app accidentally leaked 31 million users personal details. AItype #MongoDB "
"992",1,"Are you GDPR compliant? [Video] "
"993",0," #Soldes
    
 Bitdefender Antivirus for MAC  "
"994",0," #Soldes
    
 Bitdefender Antivirus for MAC  "
"995",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"996",0,"#Satori #botnet rears its head, exploiting #IoT #vulnerabilities 
"
"997",0,"RT josejmirt: The latest Ciencia Cierta! "
"998",1,"Bitdefender Thanks. Good to know "
"999",1,"RT actionfrauduk: 31 million users of an Android keyboard app have had their email addresses, phone numbers, and precise location exposed"
"1000",-2,"Whizzos Hi! I am sorry to hear about the issue that occurred. Please provide us the case number you received when "
